Id,Nivel,Grado,Campos,Componentes,Organizador1,Organizador2,ApEs,Apes_Detalle,Escala_Sugerida,Indicador1,Indicador2,Indicador3,Indicador4,Observaciones,Activo
728,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Lúdico y 
literario",Expresión lúdica,Explica costumbres a partir de imágenes.,Explora y selecciona imágenes sobre costumbres de distintas culturas.,Lo logra / En ocasiones lo logra / No lo logra,Explora imágenes sobre costumres de distintas culturas.,Selecciona imágenes sobre costumres de distintas culturas.,,,NADA,1
729,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Lúdico y 
literario",Expresión lúdica,Explica costumbres a partir de imágenes.,Describe y contrasta detalles.,Lo logra / En ocasiones lo logra / No lo logra,Describe detalles.,Contrasta detalles.,,,NADA,1
730,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Lúdico y 
literario",Expresión lúdica,Explica costumbres a partir de imágenes.,Explica costumbres a partir de imágenes.,Lo logra / En ocasiones lo logra / No lo logra,Explica costumbres a partir de imágenes.,,,,NADA,1
731,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Lúdico y 
literario",Comprensión del yo y del otro,Lee relatos históricos para comparar aspectos culturales de México y otros países.,Explora relatos históricos breves.,"Frecuentemente, poco, nunca",Explora relatos históricos breves.,,,,NADA,1
732,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Lúdico y 
literario",Comprensión del yo y del otro,Lee relatos históricos para comparar aspectos culturales de México y otros países.,Lee relatos históricos breves.,Lo logra / En ocasiones lo logra / No lo logra,Lee relatos históricos breves.,,,,NADA,1
733,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Lúdico y 
literario",Comprensión del yo y del otro,Lee relatos históricos para comparar aspectos culturales de México y otros países.,Expresa semejanzas y diferencias de aspectos históricos y culturales entre México y otros países.,Lo logra / En ocasiones lo logra / No lo logra,Expresa semejanzas de aspectos históricos entre México y otros países.,Expresa diferencias de aspectos históricos entre México y otros países.,Expresa semejanzas de aspectos culturales entre México y otros países.,Expresa diferencias de aspectos culturales entre México y otros países.,NADA,1
734,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Lúdico y 
literario",Comprensión del yo y del otro,Lee relatos históricos para comparar aspectos culturales de México y otros países.,Compara aspectos históricos y culturales entre México y otros países.,"Frecuentemente, poco, nunca",Compara aspectos históricos entre México y otros países.,Compara aspectos culturales entre México y otros países.,,,NADA,1
735,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Interpretación y seguimiento de instrucciones,Escribe instrucciones para evitar una situación de riesgo personal.,Revisa instrucciones para evitar situaciones de riesgo personal.,"si, no, muy frecuentemente",Revisa instrucciones para evitar situaciones de riesgo personal.,,,,NADA,1
736,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Interpretación y seguimiento de instrucciones,Escribe instrucciones para evitar una situación de riesgo personal.,Planea la escritura de instrucciones.,"si, no, muy frecuentemente",Planea la escritura de instrucciones.,,,,NADA,1
737,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Interpretación y seguimiento de instrucciones,Escribe instrucciones para evitar una situación de riesgo personal.,Compone instrucciones para evitar situaciones de riesgo personal.,Lo logra / En ocasiones lo logra / No lo logra,Compone instrucciones para evitar situaciones de riesgo personal.,,,,NADA,1
738,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Búsqueda y selección de información ,Revisa y selecciona información con el fin de resolver un problema de interés.,Plantea un problema.,"Frecuentemente, poco, nunca",Plantea un problema ,,,,NADA,1
739,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Búsqueda y selección de información ,Revisa y selecciona información con el fin de resolver un problema de interés.,Elige información para responder preguntas.,Lo logra / En ocasiones lo logra / No lo logra,Elige información para responder preguntas.,,,,NADA,1
740,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Búsqueda y selección de información ,Revisa y selecciona información con el fin de resolver un problema de interés.,Registra y organiza información.,Lo logra / En ocasiones lo logra / No lo logra,Registra información.,Organiza información.,,,NADA,1
741,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Tratamiendo de información ,Registra información para elaborar un reporte sobre una labor o profesión.,Reúne información sobre labores o profesiones.,"Frecuentemente, poco, nunca",Reúne infromación sobre labores.,Reúne infromación sobre profesiones.,,,NADA,1
742,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Tratamiendo de información ,Registra información para elaborar un reporte sobre una labor o profesión.,Explora reportes sobre actividades.,"si, no, muy frecuentemente",Explora reportes sobre actividades.,,,,NADA,1
743,Primaria,6,LENGUA EXTRANJERA INGLÉS,Lenguaje y Comunicación,"Académico y 
 de formación ",Tratamiendo de información ,Registra información para elaborar un reporte sobre una labor o profesión.,Escribe información sobre labores y profesiones para hacer un reporte.,Lo logra / En ocasiones lo logra / No lo logra,Escribe información sobre labores para hacer un reporte.,Escribe información sobre profesiones para hacer un reporte.,,,NADA,1
744,Primaria,1,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Lee, escribe y ordena números naturales hasta 100",,Lo logra / En ocasiones lo logra / No lo logra,Lee los números del 1 al 100.,Escribe los números del 1 al 100,Ordena los números del 1 al 100,,NADA,1
745,Primaria,1,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción,Resuelve problemas de suma y resta con números naturales menores que 100,,"Frecuentemente, poco, nunca",Resuelve sumas de números de 2 cifras,Resuelve restas de números de 2 cifras,,,NADA,1
746,Primaria,1,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción,Calcula mentalmente sumas y restas de números de una cifra y de múltiplos de 10 ,,Lo logra / En ocasiones lo logra / No lo logra,Calcula mentalmente sumas de una cifra,Calcula mentalmente sumas de múltiplos de 10.,Calcula mentalmente restas de una cifra,Calcula mentalmente restas de múltiplos de 10.,NADA,1
747,Primaria,1,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos ,Construye configuraciones utilizando figuras geométricas,,"Frecuentemente, poco, nunca","Construye configuraciones utilizando figuras geométricas básicas (circulo, triángulo, cuadrado)",Realiza configuraciones de prismas rectángulares y cuadrangulares,Realiza configuraciones de prismas trinagulares,Realiza configuraciones de prismas pentagonales,NADA,1
748,Primaria,1,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,Recolecta datos y hace registros personales,,"si, no, muy frecuentemente",Recolecta datos y registra lo observado.,Hace registros mediante tablas ,Registra lo observado mediante gráficas.,Hace registros mediante dibujos.,NADA,1
749,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Lee, escribe y ordena números naturales hata 1000",,Lo logra / En ocasiones lo logra / No lo logra,Lee los números del 1 al 1000,Escribe los números del 1 al 1000,Ordena los números del 1 al 1000,,NADA,1
750,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,Resuleve problemas de suma y resta con números naturales hasta 1000,,"Frecuentemente, poco, nunca",Resuelve sumas de números de 3 cifras,Resuelve restas de números de 3 cifras,,,NADA,1
751,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,Usa el algoritmo convencional para sumar,,"Frecuentemente, poco, nunca",Usa operaciones convencionales para sumar.,,,,NADA,1
752,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,"Calcula mentalmente sumas y restas de números de dos cifras, dobles de números de dos cifras y mitades de números menores que 100",,Lo logra / En ocasiones lo logra / No lo logra,Calcula mentalmente sumas de números de 2 cifras,Calcula mentalmente restas de números de 2 ciras,Calcula mentalmente sumas de números dobles de 2 cifras,Calcula mentalmente restas de números dobles de 2 cifras,NADA,1
753,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,Resuelve problemas de multiplicación con números naturales menores que 10,,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de multiplicación con números de 1 cifra.,,,,NADA,1
754,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos,Construye y describe figuras y cuerpos geométricos,,"si, no, muy frecuentemente",Construye figuras,Describe figuras,Construye cuerpos geométricos,Describe cuerpos geométricos,NADA,1
755,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Estima, mide, compara y ordena longitudes y distancias, pesos y capacidades, con unidades no convencionales y el metro no graduado, el kilogramo y el litro, respectivamente.",,Lo logra / En ocasiones lo logra / No lo logra,"Estima longitudes y distancias, con unidades no convencionales y el metro no graduado.","Mide longitudes y distancias, con unidades no convencionales y el metro no graduado.","Compara longitudes y distancias, con unidades no convencionales y el metro no graduado.","Ordena longitudes y distancias, con unidades no convencionales y el metro no graduado",NADA,1
756,Primaria,2,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Estima, compara y ordena eventos usando unidades convencionales de tiempo: día, semana, mes y a~no",,"Frecuentemente, poco, nunca","Estima eventos usando unidades convencionales de tiempo: día, semana, mes y a~no.","Compara eventos usando unidades convencionales de tiempo: día, semana, mes y a~no.","Ordena eventos usando unidades convencionales de tiempo: día, semana, mes y a~no.",,NADA,1
757,Primaria,2,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,"Recolecta, registra y lee datos en tablas",,"Frecuentemente, poco, nunca",Recolecta datos en tablas,Registra datos en tablas,Lee datos en tablas,,NADA,1
758,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Lee, escribe y ordena números naturales hata 10000",,Lo logra / En ocasiones lo logra / No lo logra,Lee los números del 1 al 10000,Escribe los números del 1 al 10000,Ordena los números del 1 al 10000,,NADA,1
759,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Usa fracciones con denominador dos, cuatro y ocho para expresar relaciones parte-todo, medidas y resultados de repartos",,Lo logra / En ocasiones lo logra / No lo logra,"Usa fracciones con denominador dos para expresar relaciones parte-todo, medidas y resultados de repartos.","Usa fracciones con denominador cuatro para expresar relaciones parte-todo, medidas y resultados de repartos.","Usa fracciones con denominador ocho para expresar relaciones parte-todo, medidas y resultados de repartos.",,NADA,1
760,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,Resuelve problemas de suma y resta con números naturales hasta 10000. Usa el algoritmo convencional para restar,,"Frecuentemente, poco, nunca",Resuelve problemas de suma con números naturales hasta 10000.,Resuelve problemas de resta con números naturales hasta 10000.,Usa el algoritmo convencional para restar.,,NADA,1
761,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,"Calcula mentalmente, de manera exacta y aproximada, sumas y restas con números hasta de tres cifras",,"si, no, muy frecuentemente",Calcula mentalmente sumas con números de hasta 3 cifras.,Calcula de manera exacta sumas con números de hasta 3 cifras.,Calcula de manera aproximada sumas con números de hasta 3 cifras.,Calcula mentalmente restas con números de hasta 3 cifras.,NADA,1
762,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,"Resuelve problemas de suma y resta con fracciones del mismo denominador (medios, cuartos y octavos)",,Lo logra / En ocasiones lo logra / No lo logra,"Resuelve problemas de suma con fraciones del mismo denominador (medios, cuartos y octavos)","Resuelve problemas de resta con fraciones del mismo denominador (medios, cuartos y octavos)",,,NADA,1
763,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,Resuelve problemas de multiplicación con números naturales cuyo producto sea hasta de tres cifras,,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de multiplicación con números naturales y su producto es de hasta 3 cifras.,,,,NADA,1
764,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,"Calcula mentalmente multiplicaciones de números de una cifra por números de una cifra y por múltiplos de 10, así como divisiones con divisores y cocientes de una cifra",,Lo logra / En ocasiones lo logra / No lo logra,Calcula mentalmente multiplicaciones de números de una cifra por números de una cifra.,Calcula mentalmente multiplicaciones de números de múltiplos de 10.,Calcula mentalmente divisiones con divisiones de una cifra.,Calcula mentalmente divisiones con cocientes de una cifra.,NADA,1
765,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,"Resuelve problemas de división con números naturales hasta 100, con divisores de una cifra (sin algoritmo)",,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de división con numeros naturales hasta el 100.,Resuelve prolemas de división con numeros naturales hata el 100 y con divisores de una cifra.,,,NADA,1
766,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Ubicación espacial,"Representa y describe oralmente la ubicación de series u objetos, y de trayectos para ir de un lugar a otro en su entorno cercano (aula, casa, escuela)",,"si, no, muy frecuentemente","Representa oralmente la ubicación de series y objetos, y de trayectos para ir de un lugar a otro en entorno cercano.","Describe oralmente la ubicación de series y objetos, y de trayectos para ir de un lugar a otro en entorno cercano.",,,NADA,1
767,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos,"Construye y analiza figuras geométricas, en particular triángulos, a partir de comparar sus lados y su simetría",,"si, no, muy frecuentemente","Construye figuras geométricas, en particular triángulos, a partir de la comparación de sus lados.","Construye figuras geométricas, en particular triángulos, a partir de la comparación de su simetría","Analiza figuras geométricas, en particular triángulos, a partir de la comparación de sus lados.","Analiza figuras geométricas, en particular triángulos, a partir de la comparación de su simetría",NADA,1
768,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Estima, compara y ordena longitudes y distancias, pesos y capacidades usando metro, kilogramo, litro y medios y cuartos de estas unidades, y en el caso de la longitud, el centímetro",,Lo logra / En ocasiones lo logra / No lo logra,Estima longitudes y distancias usando el metro y el centímetro.,Compara longitudes y distancias usando el metro y el centímetro.,Ordena longitudes y distancias usando el metro y el centímetro.,"Estima pesos y capacidades usando el kilogramo, lmedios y cuartos de estas eunidades.",NADA,1
769,Primaria,3,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Compara y ordena la duración de diferentes sucesos usando la hora, media hora, cuarto de hora y los minutos; lee relojes de manecillas y digitales",,"Frecuentemente, poco, nunca","Compara la duración de diferentes sucesos usando la hora, media hora, cuarto de hora y los minutos","Ordena la duración de diferentes sucesos usando la hora, media hora, cuarto de hora y los minutos",Lee relojes de manecillas.,Lee relojes digitales,NADA,1
770,Primaria,3,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,"Recolecta, registra y lee datos en tablas",,"Frecuentemente, poco, nunca",Recolecta datos en tablas,Registra datos en tablas,Lee datos en tablas,,NADA,1
771,Primaria,3,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,Lee pictogramas sencicllos ,,Lo logra / En ocasiones lo logra / No lo logra,Lee pictogramas sencillos,,,,NADA,1
772,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Lee, escribe y ordena números naturales hasta de cinco cifras.",,"Frecuentemente, poco, nunca",Lee números naturales hasta de cinco cifras.,Escribe números naturales hasta de cinco cifras.,Ordena números naturales hasta de cinco cifras.,,NADA,1
773,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Usa fracciones con denominadores hasta 12 para expresar relaciones parte-todo, medidas, y resultados de repartos",,Lo logra / En ocasiones lo logra / No lo logra,Usa fracciones con denominadores hasta 12 para expresar relaciones parte-todo.,Usa fracciones con denominadores hasta 12 para expresar medidas.,Usa fracciones con denominadores hasta 12 para expresar resultados de repartos.,,NADA,1
774,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,Resuleve problemas de suma y resta con números naturales hasta de cinco cifras,,Lo logra / En ocasiones lo logra / No lo logra,Resuleve problemas de suma con números de hasta cinco cifras.,Resuleve problemas de resta con números de hasta cinco cifras.,,,NADA,1
775,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,"Calcula mentalmente, de manera exacta y aproximada, sumas y restas de números múltiplos de 100 hasta de cuatro cifras",,"si, no, muy frecuentemente","Calcula mentalmente, de manera exacta, sumas de números múltiplos de 100 hasta de cuatro cifras.","Calcula mentalmente, de manera aproximada, sumas de números múltiplos de 100 hasta de cuatro cifras.","Calcula mentalmente, de manera exacta, restas de números múltiplos de 100 hasta de cuatro cifras.","Calcula mentalmente, de manera aproximada, restas de números múltiplos de 100 hasta de cuatro cifras.",NADA,1
776,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,Resuelve problemas de suma y resta de fracciones con el mismo denominador (hasta doceavos),,"si, no, muy frecuentemente",Resuleve problemas de suma de fracciones con el mismo denominador. (hasta doceavos),Resuleve problemas de resta de fracciones con el mismo denominador. (hasta doceavos),,,NADA,1
777,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,Resuelve problemas de multiplicación con números naturales cuyo producto sea de cinco cifras. Usa el algoritmo convencional para multiplicar.,,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de multiplicación con números cuyo producto sea de cinco cifras.,Usa e algoritmo convencional para hacer multiplicaciones con números cuyo producto sea de cinco cifras.,,,NADA,1
778,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,Resuelve problemas de división con números naturales y cociente natural (sin algoritmo).,,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de división con numeros naturales y cociente natural.,,,,NADA,1
779,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,"Calcula mentalmente, de manera aproximada y exacta, multiplicaciones de un número de dos cifras por uno de una cifra y divisiones con divisor de una cifra",,"si, no, muy frecuentemente","Calcula mentalmente, de manera aproximada multiplicaciones de un número de dos cifras por uno de una cifra.","Calcula mentalmente, de manera exacta multiplicaciones de un número de dos cifras por uno de una cifra.","Calcula mentalmente, de manera aproximada divisiones con divisor de una cifra.","Calcula mentalmente, de manera exacta divisiones con divisor de una cifra.",NADA,1
780,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Ubicación espacial,Representa y describe oralmente o por escrito trayectos para ir de un lugar a otro en su comunidad,,Lo logra / En ocasiones lo logra / No lo logra,Representa trayectos para ir de un lugar a otro en su comunidad.,Describe oralmente trayectos para ir de un lugar a otro en su comunidad.,Describe por escrito trayectos para ir de un lugar a otro en su comunidad.,,NADA,1
781,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos,"Construye y analiza figuras geométricas, en particular cuadriláteros, a partir de comparar sus lados, simetría, ángulos, paralelismo y perpendicularidad.",,Lo logra / En ocasiones lo logra / No lo logra,"Construye figuras geométricas, en particular cuadriláteros, a partir de comparar sus lados, simetría, ángulos, paralelismo y perpendicularidad.","Analiza figuras geométricas, en particular cuadriláteros, a partir de comparar sus lados, simetría, ángulos, paralelismo y perpendicularidad.",,,NADA,1
782,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Estima, compara y ordena longitudes y distancias, capacidades y pesos con unidades convencionales: milímetro, mililitro y gramo",,"si, no, muy frecuentemente",Estima longitudes y distancias con unidades convencionales: milimetro.,Compara longitudes y distancias con unidades convencionales: milimetro.,Ordena longitudes y distancias con unidades convencionales: milimetro.,Estima capacidades y peso con unidades convencionales: mililitro y gramo.,NADA,1
783,Primaria,4,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Estima, compara y ordena superficies de manera directa y con unidades no convencionales.",,Lo logra / En ocasiones lo logra / No lo logra,Estima superficies de manera directa y con unidades no convencionales.,Compara superficies de manera directa y con unidades no convencionales.,Ordena superficies de manera directa y con unidades no convencionales.,,NADA,1
784,Primaria,4,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,"Recolecta, registra y lee datos en tablas",,"si, no, muy frecuentemente",Recolecta datos en tablas,Registra datos en tablas,Lee datos en tablas,,NADA,1
785,Primaria,4,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,Lee gráficas de barras,,Lo logra / En ocasiones lo logra / No lo logra,Lee gráficas de barra,,,,NADA,1
786,Primaria,4,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,Usa e interpreta la moda de un conjunto de datos,,Lo logra / En ocasiones lo logra / No lo logra,Usa la moda de un conjunto de datos,Interpreta la moda de un conjunto de datos,,,NADA,1
787,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,"Lee, escribe y ordena números naturales hasta de nueve cifras y decimales",,"Frecuentemente, poco, nunca",Lee números naturales hasta de nueve cifras,Escribe números naturales hasta de nueve cifras,Ordena números naturales hasta de nueve cifras,Lee números naturales con decimales.,NADA,1
788,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Número,Ordena fracciones con denominadores múltiplos,,"si, no, muy frecuentemente",Ordena fracciones con múltiplos denominadores.,,,,NADA,1
789,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,"Resuelve problemas de suma y resta con decimales y fracciones con denominadores, uno múltiplo del otro.",,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de suma con decimales.,Resuelve problemas de resta con decimales.,"Resuelve problemas de fracciones con denominadores, uno múltiplo del otro.",,NADA,1
790,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Adición y sustracción ,"Calcula mentalmente, de manera exacta y aproximada, sumas y restas de múltiplos de 100 hasta de cinco cifras y de fracciones usuales.",,"si, no, muy frecuentemente","Calcula mentalmente, de manera exacta, sumas de múltiplos de 100 hasta de cinco cifras.","Calcula mentalmente, de manera exacta, restas de múltiplos de 100 hasta de cinco cifras.","Calcula mentalmente, de manera aproximada, sumas de múltiplos de 100 hasta de cinco cifras.","Calcula mentalmente, de manera aproximada, restas de múltiplos de 100 hasta de cinco cifras.",NADA,1
791,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,"Resuelve problemas de multiplicación con fracciones y decimales, con multiplicador en número natural.",,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de multiplicación con fracciones.,Resuelve problemas de multiplicación con decimales.,Resuelve problemas de multiplicación con multiplicador en número natural.,,NADA,1
792,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,Resuelve problemas de división con números naturales y cociente fraccionario o decimal.,,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas de división con numeros naturales y cociente fraccionario.,Resuelve problemas de división con numeros naturales y cociente decimal.,,,NADA,1
793,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,Usa el algoritmo convencional para dividir con dividendos hasta de tres cifras.,,"Frecuentemente, poco, nunca",Usa el algortimo convencional para dividir con dividendos de hasta tres cifras.,,,,NADA,1
794,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Multiplicación y división ,"Calcula mentalmente, de manera aproximada, multiplicaciones de números naturales hasta dos cifras por tres, y divisiones hasta tres entre dos cifras; calcula mentalmente multiplicaciones de decimales por 10, 100, 1000",,Lo logra / En ocasiones lo logra / No lo logra,"Calcula mentalmente, de manera aproximada, multiplicaciones de números nturales hasta dos cifras por tres.","Calcula mentalmente, de manera aproximada, divisiones de números nturales hasta tres cifras entre dos cifras.",Calcula mentalmente multiplicaciones de decimales por 10.,Calcula mentalmente multiplicaciones de decimales por 100.,NADA,1
795,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Número , algebra y variación ",Proporcionalidad,Compara razones expresadas mediante dos números naturales (n por cada m); calcula valores faltantes en problemas de proporcionalidad directa con números naturales (incluyendo tablas de variación).,,"Frecuentemente, poco, nunca",Compara razones expresadas mediante dos números naturales (n por caa m).,Calcula valores faltantes en prolemas de proporcionalidad directa con números naturales. (incluyendo tablas de variación).,,,NADA,1
796,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Ubicación espacial,Dise~na e interpreta croquis para comunicar oralmente o por escrito la ubicación de seres u objetos y trayectos.,,Lo logra / En ocasiones lo logra / No lo logra,Dise~na croquis para comunicar oralmente la ubicación de seres u objetos y trayectos.,Dise~na croquis para comunicar por escrito la ubicación de seres u objetos y trayectos.,,,NADA,1
797,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos,Construye círculos a partir de diferentes condiciones.,,Lo logra / En ocasiones lo logra / No lo logra,Construye círculos en diferentes condiciones.,,,,NADA,1
798,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Figuras y cuerpos geométricos,Construye prismas rectos rectangulares a partir de su desarrollo plano.,,Lo logra / En ocasiones lo logra / No lo logra,Construye prismas rectos rectángulares a partir de su desarrollo plano.,,,,NADA,1
799,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Resuelve problemas involucrando longitudes y distancias, pesos y capacidades con unidades convencionales, incluyendo kilómetro y tonelada.",,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas involucrando longitudes y distancias con unidades convencionales incluyendo kilómetro.,Resuelve problemas involucrando pesos y capacidades con unidades convencionales incluyendo la tonelada.,,,NADA,1
800,Primaria,5,MATEMÁTICAS,Pensamiento matemático,"Forma, espacio y medida",Magnitudes y medidas,"Resuelve problemas que implican calcular el perímetro de polígonos y del círculo, y el área de rectángulos con unidades convencionales (m2 y cm2)",,Lo logra / En ocasiones lo logra / No lo logra,Resuelve problemas que implica calcular el perímetro de polígonos.,Resuelve problemas que implica calcular el perímetro de círculos.,Resuelve problemas que implica calcular el área de rectángulos con unidades convencionales (m2 y cm2).,,NADA,1
801,Primaria,5,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Estadística,"Recolecta, registra y lee datos en tablas y gráficas de barras, e interpreta la moda.",,"Frecuentemente, poco, nunca",Recolecta datos en tablas e interpreta la moda.,Registra datos en tablas e interpreta la moda.,Lee datos en tablas e interpreta la moda.,Recolecta datos en gráficas de barras e interpreta la moda.,NADA,1
802,Primaria,5,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Probabilidad,Identifica juegos en los que interviene o no el azar.,,"si, no, muy frecuentemente",Identifica juegos en los que interviene el azar.,Identifica juegos en los que no interviene el azar.,,,NADA,1
803,Primaria,5,MATEMÁTICAS,Pensamiento matemático,Análisis de datos,Probabilidad,"Registra resultados de experimentos aleatorios en tablas de frecuencia (frecuencia relativa, frecuencia absoluta)",,"Frecuentemente, poco, nunca",Registra resultados de experimentos aleatorios en tablas de frecuencia relativa.,Registra resultados de experimentos aleatorios en tablas de frecuencia absoluta.,,,NADA,1
